EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,SIMULATEDDAY,DESCRIPTIVEDAY,TYPETRIAL,LEARNINGMODE,ALTERNATIVE,ROUTE,DIRECTION,CONTROLROUTE_C,TREATMENTROUTE_T,WAITING,TRAVEL,JOURNEY
descriptiveTreatmentCondition1,20, C11,2,6,5,7,2,2,23062017,94430,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,8,1,9
descriptiveTreatmentCondition1,20, C11,2,6,5,7,2,2,23062017,94430,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,8,1,9
descriptiveTreatmentCondition1,20, C11,2,6,5,7,2,2,23062017,94430,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,20, C11,2,6,5,7,2,2,23062017,94430,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,20, C11,3,6,6,14,3,3,23062017,94443,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,20, C11,3,6,6,14,3,3,23062017,94443,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,20, C11,3,6,6,14,3,3,23062017,94443,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,20, C11,3,6,6,14,3,3,23062017,94443,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,20, C11,1,2,2,2,4,4,23062017,94505,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,20, C11,1,2,2,2,4,4,23062017,94505,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,20, C11,1,2,2,2,4,4,23062017,94505,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,20, C11,1,2,2,2,4,4,23062017,94505,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,20, C11,3,6,4,12,5,5,23062017,94521,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,20, C11,3,6,4,12,5,5,23062017,94521,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,20, C11,3,6,4,12,5,5,23062017,94521,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,4,12,5,5,23062017,94521,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,1,9,6,6,23062017,94538,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,6,8
descriptiveTreatmentCondition1,20, C11,3,6,1,9,6,6,23062017,94538,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,20, C11,3,6,1,9,6,6,23062017,94538,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,1,9,6,6,23062017,94538,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,2,10,7,7,23062017,94557,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,8,12
descriptiveTreatmentCondition1,20, C11,3,6,2,10,7,7,23062017,94557,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,4,8
descriptiveTreatmentCondition1,20, C11,3,6,2,10,7,7,23062017,94557,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,2,10,7,7,23062017,94557,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,2,6,3,5,8,8,23062017,94616,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,20, C11,2,6,3,5,8,8,23062017,94616,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,20, C11,2,6,3,5,8,8,23062017,94616,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,20, C11,2,6,3,5,8,8,23062017,94616,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,20, C11,2,6,2,4,9,9,23062017,94628,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,9,1,10
descriptiveTreatmentCondition1,20, C11,2,6,2,4,9,9,23062017,94628,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,9,1,10
descriptiveTreatmentCondition1,20, C11,2,6,2,4,9,9,23062017,94628,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,1,9,10
descriptiveTreatmentCondition1,20, C11,2,6,2,4,9,9,23062017,94628,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,1,9,10
descriptiveTreatmentCondition1,20, C11,2,6,1,3,10,10,23062017,94633,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,20, C11,2,6,1,3,10,10,23062017,94633,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,20, C11,2,6,1,3,10,10,23062017,94633,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,2,6,1,3,10,10,23062017,94633,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,2,6,4,6,11,11,23062017,94639,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,20, C11,2,6,4,6,11,11,23062017,94639,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,20, C11,2,6,4,6,11,11,23062017,94639,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,20, C11,2,6,4,6,11,11,23062017,94639,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,20, C11,1,2,1,1,12,12,23062017,94646,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,1,2,1,1,12,12,23062017,94646,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,1,2,1,1,12,12,23062017,94646,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,20, C11,1,2,1,1,12,12,23062017,94646,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,20, C11,3,6,5,13,13,13,23062017,94650,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,20, C11,3,6,5,13,13,13,23062017,94650,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,20, C11,3,6,5,13,13,13,23062017,94650,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,3,6,5,13,13,13,23062017,94650,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,20, C11,2,6,6,8,14,14,23062017,94713,1,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,20, C11,2,6,6,8,14,14,23062017,94713,3,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,20, C11,2,6,6,8,14,14,23062017,94713,2,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,20, C11,2,6,6,8,14,14,23062017,94713,4,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,18, C36,2,6,3,5,1,1,22062017,164245,2,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,18, C36,2,6,3,5,1,1,22062017,164245,4,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,18, C36,2,6,3,5,1,1,22062017,164245,1,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,18, C36,2,6,3,5,1,1,22062017,164245,3,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,18, C36,3,6,6,14,2,2,22062017,164321,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,10,14
descriptiveTreatmentCondition1,18, C36,3,6,6,14,2,2,22062017,164321,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,2,6
descriptiveTreatmentCondition1,18, C36,3,6,6,14,2,2,22062017,164321,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,18, C36,3,6,6,14,2,2,22062017,164321,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,18, C36,2,6,1,3,3,3,22062017,164346,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,18, C36,2,6,1,3,3,3,22062017,164346,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,18, C36,2,6,1,3,3,3,22062017,164346,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,2,6,1,3,3,3,22062017,164346,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,2,6,2,4,4,4,22062017,164352,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,18, C36,2,6,2,4,4,4,22062017,164352,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,1,9,10
descriptiveTreatmentCondition1,18, C36,2,6,2,4,4,4,22062017,164352,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,18, C36,2,6,2,4,4,4,22062017,164352,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,9,1,10
descriptiveTreatmentCondition1,18, C36,2,6,4,6,5,5,22062017,164359,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,18, C36,2,6,4,6,5,5,22062017,164359,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,18, C36,2,6,4,6,5,5,22062017,164359,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,18, C36,2,6,4,6,5,5,22062017,164359,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,18, C36,3,6,5,13,6,6,22062017,164418,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,5,13,6,6,22062017,164418,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,5,13,6,6,22062017,164418,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,18, C36,3,6,5,13,6,6,22062017,164419,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,18, C36,3,6,1,9,7,7,22062017,164442,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,1,9,7,7,22062017,164442,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,1,9,7,7,22062017,164442,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,18, C36,3,6,1,9,7,7,22062017,164442,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,18, C36,2,6,5,7,8,8,22062017,164453,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,18, C36,2,6,5,7,8,8,22062017,164453,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,18, C36,2,6,5,7,8,8,22062017,164453,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,18, C36,2,6,5,7,8,8,22062017,164453,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,18, C36,2,6,6,8,9,9,22062017,164508,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,18, C36,2,6,6,8,9,9,22062017,164508,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,18, C36,2,6,6,8,9,9,22062017,164508,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,18, C36,2,6,6,8,9,9,22062017,164508,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,18, C36,3,6,3,11,10,10,22062017,164512,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,8,12
descriptiveTreatmentCondition1,18, C36,3,6,3,11,10,10,22062017,164512,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,4,8
descriptiveTreatmentCondition1,18, C36,3,6,3,11,10,10,22062017,164512,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,18, C36,3,6,3,11,10,10,22062017,164512,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,18, C36,3,6,2,10,11,11,22062017,164542,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,2,10,11,11,22062017,164542,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,2,10,11,11,22062017,164542,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,4,8
descriptiveTreatmentCondition1,18, C36,3,6,2,10,11,11,22062017,164542,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,4,8,12
descriptiveTreatmentCondition1,18, C36,3,6,4,12,12,12,22062017,164548,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,4,12,12,12,22062017,164548,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,3,6,4,12,12,12,22062017,164548,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,18, C36,3,6,4,12,12,12,22062017,164548,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,18, C36,1,2,2,2,13,13,22062017,164603,1,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,18, C36,1,2,2,2,13,13,22062017,164603,3,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,18, C36,1,2,2,2,13,13,22062017,164603,2,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,18, C36,1,2,2,2,13,13,22062017,164603,4,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,18, C36,1,2,1,1,14,14,22062017,164609,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,1,2,1,1,14,14,22062017,164609,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,18, C36,1,2,1,1,14,14,22062017,164609,1,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,18, C36,1,2,1,1,14,14,22062017,164609,3,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,2,6,1,3,1,1,22062017,152523,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,16, C56,2,6,1,3,1,1,22062017,152523,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,6,4,10
descriptiveTreatmentCondition1,16, C56,2,6,1,3,1,1,22062017,152523,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,2,6,1,3,1,1,22062017,152523,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,1,2,2,2,2,2,22062017,152540,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,16, C56,1,2,2,2,2,2,22062017,152540,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,6,4,10
descriptiveTreatmentCondition1,16, C56,1,2,2,2,2,2,22062017,152540,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,1,2,2,2,2,2,22062017,152540,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,2,6,3,5,3,3,22062017,152548,1,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,16, C56,2,6,3,5,3,3,22062017,152548,3,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,9,11
descriptiveTreatmentCondition1,16, C56,2,6,3,5,3,3,22062017,152548,2,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,16, C56,2,6,3,5,3,3,22062017,152548,4,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,8,2,10
descriptiveTreatmentCondition1,16, C56,3,6,5,13,4,4,22062017,152600,5,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,5,13,4,4,22062017,152600,5,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,5,13,4,4,22062017,152600,5,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,2,6
descriptiveTreatmentCondition1,16, C56,3,6,5,13,4,4,22062017,152600,5,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,4,10,14
descriptiveTreatmentCondition1,16, C56,1,2,1,1,5,5,22062017,152624,2,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,1,2,1,1,5,5,22062017,152624,4,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,1,2,1,1,5,5,22062017,152624,1,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,1,2,1,1,5,5,22062017,152624,3,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,3,6,1,9,6,6,22062017,152628,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,3,6,1,9,6,6,22062017,152628,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,2,6,8
descriptiveTreatmentCondition1,16, C56,3,6,1,9,6,6,22062017,152629,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,1,9,6,6,22062017,152629,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,3,11,7,7,22062017,152638,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,6,6,12
descriptiveTreatmentCondition1,16, C56,3,6,3,11,7,7,22062017,152638,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,2,6,8
descriptiveTreatmentCondition1,16, C56,3,6,3,11,7,7,22062017,152638,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,8,12
descriptiveTreatmentCondition1,16, C56,3,6,3,11,7,7,22062017,152638,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,4,8
descriptiveTreatmentCondition1,16, C56,3,6,4,12,8,8,22062017,152700,5,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,0,6,6
descriptiveTreatmentCondition1,16, C56,3,6,4,12,8,8,22062017,152700,5,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,8,6,14
descriptiveTreatmentCondition1,16, C56,3,6,4,12,8,8,22062017,152700,5,1, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,4,12,8,8,22062017,152700,5,2, descriptive, halfRandom, B, treatment, counterclockwise, clockwise, counterclockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,2,6,2,4,9,9,22062017,152713,2,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,9,1,10
descriptiveTreatmentCondition1,16, C56,2,6,2,4,9,9,22062017,152713,4,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,9,1,10
descriptiveTreatmentCondition1,16, C56,2,6,2,4,9,9,22062017,152713,1,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,1,9,10
descriptiveTreatmentCondition1,16, C56,2,6,2,4,9,9,22062017,152713,3,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,1,9,10
descriptiveTreatmentCondition1,16, C56,3,6,2,10,10,10,22062017,152728,5,1, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,8,12
descriptiveTreatmentCondition1,16, C56,3,6,2,10,10,10,22062017,152728,5,2, descriptive, halfRandom, A, control, counterclockwise, counterclockwise, clockwise,4,4,8
descriptiveTreatmentCondition1,16, C56,3,6,2,10,10,10,22062017,152728,5,1, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,3,6,2,10,10,10,22062017,152728,5,2, descriptive, halfRandom, B, treatment, clockwise, counterclockwise, clockwise,4,6,10
descriptiveTreatmentCondition1,16, C56,2,6,5,7,11,11,22062017,152804,2,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,16, C56,2,6,5,7,11,11,22062017,152804,4,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,2,8,10
descriptiveTreatmentCondition1,16, C56,2,6,5,7,11,11,22062017,152804,1,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,16, C56,2,6,5,7,11,11,22062017,152804,3,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,1,9
descriptiveTreatmentCondition1,16, C56,2,6,6,8,12,12,22062017,152811,1,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,16, C56,2,6,6,8,12,12,22062017,152811,3,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,2,8,10
descriptiveTreatmentCondition1,16, C56,2,6,6,8,12,12,22062017,152811,2,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,16, C56,2,6,6,8,12,12,22062017,152811,4,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,7,2,9
descriptiveTreatmentCondition1,16, C56,2,6,4,6,13,13,22062017,152822,2,1, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,16, C56,2,6,4,6,13,13,22062017,152822,4,2, descriptive, halfRandom, A, treatment, counterclockwise, clockwise, counterclockwise,8,2,10
descriptiveTreatmentCondition1,16, C56,2,6,4,6,13,13,22062017,152822,1,1, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,16, C56,2,6,4,6,13,13,22062017,152822,3,2, descriptive, halfRandom, B, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,16, C56,3,6,6,14,14,14,22062017,152858,5,1, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,10,14
descriptiveTreatmentCondition1,16, C56,3,6,6,14,14,14,22062017,152858,5,2, descriptive, halfRandom, A, treatment, clockwise, counterclockwise, clockwise,4,2,6
descriptiveTreatmentCondition1,16, C56,3,6,6,14,14,14,22062017,152858,5,1, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,0,6,6
descriptiveTreatmentCondition1,16, C56,3,6,6,14,14,14,22062017,152858,5,2, descriptive, halfRandom, B, control, counterclockwise, counterclockwise, clockwise,8,6,14
descriptiveTreatmentCondition1,14, C31,2,6,4,6,1,1,22062017,152743,2,1, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
descriptiveTreatmentCondition1,14, C31,2,6,4,6,1,1,22062017,152743,4,2, descriptive, halfRandom, A, control, clockwise, clockwise, counterclockwise,3,8,11
