"PARTICIPANTID","EXPSESSION","COMPUTERID","COUNTRY","EXPERIMENTTYPE","EXPERIMENTALCONDITION","EXPERIMENTSTAGE","EXPERIMENTBLOCK","DP","BLOCKDP","ORDER","BLOCKORDER","STARTINGTIME","ENDINGTIME","DURATION"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","7","5","101356","101400","0:00:04"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","8","6","101439","101440","0:00:01"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","8","6","101459","101503","0:00:04"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","9","1","101939","101941","0:00:02"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","9","1","102016","102022","0:00:06"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","10","2","102131","102132","0:00:01"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","10","2","102208","102212","0:00:04"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","11","3","102321","102322","0:00:01"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","11","3","102357","102403","0:00:06"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","12","4","102513","102515","0:00:02"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","12","4","102550","102553","0:00:03"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","13","5","102703","102705","0:00:02"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","13","5","102740","102743","0:00:03"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","14","6","102854","102855","0:00:01"
"46","15","A00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","14","6","102931","102935","0:00:04"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","1","1","102943","103001","0:00:18"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","2","2","103001","103008","0:00:07"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","3","3","103008","103012","0:00:04"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","4","4","103012","103016","0:00:04"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","5","5","103016","103021","0:00:05"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","6","6","103021","103024","0:00:03"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","7","7","103024","103028","0:00:04"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","8","8","103028","103033","0:00:05"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","9","9","103033","103050","0:00:17"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","10","10","103050","103108","0:00:18"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","11","11","103108","103122","0:00:14"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","12","12","103122","103128","0:00:06"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","13","13","103128","103141","0:00:13"
"46","15","A00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","14","14","103141","103146","0:00:05"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","1","2","2","1","1","90105","90147","0:00:42"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","1","1","90215","90226","0:00:11"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","1","1","1","2","2","90315","90322","0:00:07"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","2","2","90345","90403","0:00:18"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","6","4","3","1","90527","90533","0:00:06"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","3","1","90557","90603","0:00:06"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","5","3","4","2","90647","90652","0:00:05"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","4","2","90712","90725","0:00:13"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","7","5","5","3","90804","90812","0:00:08"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","5","3","90832","90839","0:00:07"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","4","2","6","4","90924","90945","0:00:21"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","6","4","91004","91008","0:00:04"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","8","6","7","5","91050","91052","0:00:02"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","7","5","91110","91113","0:00:03"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","2","3","1","8","6","91155","91159","0:00:04"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","8","6","91217","91224","0:00:07"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","14","6","9","1","91701","91713","0:00:12"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","9","1","91750","91804","0:00:14"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","10","2","10","2","91927","91929","0:00:02"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","10","2","92007","92011","0:00:04"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","9","1","11","3","92126","92136","0:00:10"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","11","3","92215","92220","0:00:05"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","13","5","12","4","92335","92336","0:00:01"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","12","4","92414","92419","0:00:05"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","12","4","13","5","92534","92536","0:00:02"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","13","5","92614","92621","0:00:07"
"45","14","F00","UK","experienced","simulatedControlCondition","decision","3","11","3","14","6","92735","92737","0:00:02"
"45","14","F00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","14","6","92813","92820","0:00:07"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","4","2","1","1","92830","92914","0:00:44"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","7","5","2","2","92914","92927","0:00:13"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","13","5","3","3","92927","92946","0:00:19"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","3","1","4","4","92946","93006","0:00:20"
"45","14","F00","UK","descriptive","descriptiveControl","choice","1","2","2","5","5","93006","93017","0:00:11"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","11","3","6","6","93017","93055","0:00:38"
"45","14","F00","UK","descriptive","descriptiveControl","choice","1","1","1","7","7","93055","93108","0:00:13"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","8","6","8","8","93108","93114","0:00:06"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","10","2","9","9","93114","93129","0:00:15"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","14","6","10","10","93129","93206","0:00:37"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","9","1","11","11","93206","93219","0:00:13"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","6","4","12","12","93219","93224","0:00:05"
"45","14","F00","UK","descriptive","descriptiveControl","choice","2","5","3","13","13","93224","93236","0:00:12"
"45","14","F00","UK","descriptive","descriptiveControl","choice","3","12","4","14","14","93236","93243","0:00:07"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","1","1","90548","90611","0:00:23"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","1","1","90635","90647","0:00:12"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","2","2","90730","90743","0:00:13"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","2","2","90806","90811","0:00:05"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","3","1","90906","90909","0:00:03"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","3","1","90929","90932","0:00:03"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","4","2","91016","91018","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","4","2","91038","91041","0:00:03"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","5","3","91128","91130","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","5","3","91149","91153","0:00:04"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","6","4","91235","91236","0:00:01"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","6","4","91256","91259","0:00:03"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","7","5","91339","91341","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","7","5","91359","91403","0:00:04"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","8","6","91441","91443","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","8","6","91501","91505","0:00:04"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","9","1","92045","92052","0:00:07"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","9","1","92131","92137","0:00:06"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","9","1","10","2","92252","92254","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","9","1","10","2","92332","92336","0:00:04"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","11","3","92451","92452","0:00:01"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","11","3","92530","92537","0:00:07"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","13","5","12","4","92651","92653","0:00:02"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","13","5","12","4","92728","92733","0:00:05"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","11","3","13","5","92845","92846","0:00:01"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","11","3","13","5","92923","92927","0:00:04"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","14","6","93038","93039","0:00:01"
"44","14","C00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","14","6","93115","93123","0:00:08"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","9","1","1","1","93133","93230","0:00:57"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","5","3","2","2","93230","93257","0:00:27"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","3","1","3","3","93257","93305","0:00:08"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","11","3","4","4","93305","93319","0:00:14"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","7","5","5","5","93319","93325","0:00:06"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","14","6","6","6","93325","93339","0:00:14"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","12","4","7","7","93339","93405","0:00:26"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","4","2","8","8","93405","93410","0:00:05"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","10","2","9","9","93410","93421","0:00:11"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","2","2","10","10","93421","93425","0:00:04"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","1","1","1","11","11","93425","93429","0:00:04"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","8","6","12","12","93429","93435","0:00:06"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","3","13","5","13","13","93435","93445","0:00:10"
"44","14","C00","UK","descriptive","descriptiveTreatmentCondition1","choice","2","6","4","14","14","93445","93452","0:00:07"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","1","2","2","1","1","163921","163952","0:00:31"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","1","1","164012","164030","0:00:18"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","1","1","1","2","2","164110","164117","0:00:07"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","2","2","164136","164144","0:00:08"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","8","6","3","1","164251","164255","0:00:04"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","3","1","164313","164323","0:00:10"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","4","2","4","2","164403","164406","0:00:03"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","4","2","164425","164429","0:00:04"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","3","1","5","3","164510","164512","0:00:02"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","5","3","164533","164554","0:00:21"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","5","3","6","4","164634","164636","0:00:02"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","6","4","164655","164658","0:00:03"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","7","5","7","5","164737","164740","0:00:03"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","7","5","164800","164809","0:00:09"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","2","6","4","8","6","164851","164853","0:00:02"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","8","6","164912","164916","0:00:04"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","11","3","9","1","165351","165403","0:00:12"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","9","1","165440","165447","0:00:07"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","13","5","10","2","165603","165604","0:00:01"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","10","2","165642","165650","0:00:08"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","9","1","11","3","165802","165807","0:00:05"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","11","3","165843","165848","0:00:05"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","10","2","12","4","170003","170017","0:00:14"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","12","4","170053","170059","0:00:06"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","14","6","13","5","170221","170231","0:00:10"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","13","5","170308","170315","0:00:07"
"43","13","F00","UK","experienced","simulatedControlCondition","decision","3","12","4","14","6","170430","170443","0:00:13"
"43","13","F00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","14","6","170523","170526","0:00:03"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","10","2","1","1","170527","170557","0:00:30"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","3","1","2","2","170557","170620","0:00:23"
"43","13","F00","UK","descriptive","descriptiveControl","choice","1","1","1","3","3","170620","170634","0:00:14"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","13","5","4","4","170634","170642","0:00:08"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","5","3","5","5","170642","170701","0:00:19"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","6","4","6","6","170701","170723","0:00:22"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","4","2","7","7","170723","170734","0:00:11"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","9","1","8","8","170734","170750","0:00:16"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","12","4","9","9","170750","170808","0:00:18"
"43","13","F00","UK","descriptive","descriptiveControl","choice","1","2","2","10","10","170808","170814","0:00:06"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","14","6","11","11","170814","170824","0:00:10"
"43","13","F00","UK","descriptive","descriptiveControl","choice","3","11","3","12","12","170824","170837","0:00:13"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","8","6","13","13","170837","170850","0:00:13"
"43","13","F00","UK","descriptive","descriptiveControl","choice","2","7","5","14","14","170850","170856","0:00:06"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","1","1","1","1","1","90707","90730","0:00:23"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","1","1","90754","90813","0:00:19"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","1","2","2","2","2","90857","90903","0:00:06"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","2","2","90923","90927","0:00:04"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","3","1","3","1","91015","91023","0:00:08"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","3","1","91042","91047","0:00:05"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","5","3","4","2","91131","91133","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","4","2","91153","91158","0:00:05"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","7","5","5","3","91235","91246","0:00:11"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","5","3","91305","91311","0:00:06"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","8","6","6","4","91350","91352","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","6","4","91411","91415","0:00:04"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","4","2","7","5","91455","91456","0:00:01"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","7","5","91515","91523","0:00:08"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","2","6","4","8","6","91602","91605","0:00:03"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","8","6","91624","91628","0:00:04"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","14","6","9","1","92057","92059","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","9","1","92135","92140","0:00:05"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","13","5","10","2","92253","92255","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","10","2","92330","92336","0:00:06"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","12","4","11","3","92452","92454","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","11","3","92530","92536","0:00:06"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","10","2","12","4","92708","92710","0:00:02"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","12","4","92747","92751","0:00:04"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","11","3","13","5","92903","92906","0:00:03"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","13","5","92942","92947","0:00:05"
"42","14","B00","UK","experienced","simulatedControlCondition","decision","3","9","1","14","6","93103","93106","0:00:03"
"42","14","B00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","14","6","93142","93145","0:00:03"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","7","5","1","1","93153","93207","0:00:14"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","4","2","2","2","93207","93221","0:00:14"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","6","4","3","3","93221","93226","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","9","1","4","4","93226","93231","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","8","6","5","5","93231","93235","0:00:04"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","14","6","6","6","93235","93243","0:00:08"
"42","14","B00","UK","descriptive","descriptiveControl","choice","1","2","2","7","7","93243","93248","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","11","3","8","8","93248","93256","0:00:08"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","5","3","9","9","93256","93304","0:00:08"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","13","5","10","10","93304","93309","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","12","4","11","11","93309","93315","0:00:06"
"42","14","B00","UK","descriptive","descriptiveControl","choice","3","10","2","12","12","93315","93320","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","1","1","1","13","13","93320","93325","0:00:05"
"42","14","B00","UK","descriptive","descriptiveControl","choice","2","3","1","14","14","93325","93336","0:00:11"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","1","2","2","1","1","170053","170105","0:00:12"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","1","2","2","1","1","170127","170136","0:00:09"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","1","1","1","2","2","170222","170225","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","1","1","1","2","2","170246","170249","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","5","3","3","1","170336","170340","0:00:04"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","5","3","3","1","170403","170410","0:00:07"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","4","2","4","2","170449","170450","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","4","2","4","2","170509","170512","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","6","4","5","3","170550","170552","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","6","4","5","3","170610","170614","0:00:04"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","7","5","6","4","170649","170651","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","7","5","6","4","170708","170711","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","8","6","7","5","170749","170750","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","8","6","7","5","170807","170809","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","2","3","1","8","6","170846","170847","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","2","3","1","8","6","170906","170908","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","9","1","9","1","171328","171332","0:00:04"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","9","1","9","1","171407","171409","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","12","4","10","2","171520","171526","0:00:06"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","12","4","10","2","171601","171603","0:00:02"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","14","6","11","3","171716","171717","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","14","6","11","3","171754","171757","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","11","3","12","4","171909","171910","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","11","3","12","4","171945","171948","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","10","2","13","5","172101","172102","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","10","2","13","5","172138","172141","0:00:03"
"41","13","B00","UK","experienced","simulatedControlCondition","decision","3","13","5","14","6","172253","172254","0:00:01"
"41","13","B00","UK","experienced","simulatedControlCondition","confirmation","3","13","5","14","6","172329","172331","0:00:02"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","14","6","1","1","172335","172343","0:00:08"
"41","13","B00","UK","descriptive","descriptiveControl","choice","1","2","2","2","2","172343","172350","0:00:07"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","9","1","3","3","172350","172351","0:00:01"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","10","2","4","4","172351","172352","0:00:01"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","5","3","5","5","172352","172354","0:00:02"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","7","5","6","6","172354","172356","0:00:02"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","3","1","7","7","172356","172406","0:00:10"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","8","6","8","8","172406","172410","0:00:04"
"41","13","B00","UK","descriptive","descriptiveControl","choice","1","1","1","9","9","172410","172412","0:00:02"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","12","4","10","10","172412","172413","0:00:01"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","4","2","11","11","172413","172419","0:00:06"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","13","5","12","12","172419","172420","0:00:01"
"41","13","B00","UK","descriptive","descriptiveControl","choice","2","6","4","13","13","172420","172421","0:00:01"
"41","13","B00","UK","descriptive","descriptiveControl","choice","3","11","3","14","14","172421","172422","0:00:01"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","1","1","1","1","140408","140417","0:00:09"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","1","1","1","1","140438","140445","0:00:07"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","1","2","2","2","2","140609","140612","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","1","2","2","2","2","140632","140637","0:00:05"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","7","5","3","1","140734","140736","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","7","5","3","1","140809","140812","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","5","3","4","2","140944","140946","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","5","3","4","2","141004","141007","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","8","6","5","3","141044","141046","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","8","6","5","3","141103","141106","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","4","2","6","4","141145","141147","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","4","2","6","4","141206","141210","0:00:04"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","3","1","7","5","141247","141249","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","3","1","7","5","141308","141318","0:00:10"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","2","6","4","8","6","141356","141358","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","2","6","4","8","6","141416","141422","0:00:06"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","10","2","9","1","141904","141906","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","10","2","9","1","141942","141947","0:00:05"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","12","4","10","2","142102","142105","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","12","4","10","2","142141","142144","0:00:03"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","decision","3","14","6","11","3","142300","142302","0:00:02"
"40","12","F00","UK","experienced","simulatedTreatmentCondition1","confirmation","3","14","6","11","3","142340","142347","0:00:07"
